player_id,fifa_version,short_name,long_name,player_positions,age,dob,height_cm,weight_kg,league_name,club_name,club_position,nationality_name,preferred_foot,overall,potential,birth_month,birth_quarter,birth_year,football_year_type,football_year_month,football_year_quarter,primary_position,position_group,is_tier_1,league_tier,rating_tier,is_starter,rating_decile
198244,16,T. Hovda,Tor Øyvind Stensæter Hovda,CM,25,1989-09-24,187,76,Eliteserien,Sarpsborg 08,LCM,Norway,Right,60,62,9,3,1989,jan,9,3,CM,Midfielders,False,Other,Middle,True,4
198250,18,Z. Korcsmár,Zsolt Korcsmár,CB,28,1989-01-09,189,83,Superliga,Midtjylland,SUB,Hungary,Right,69,69,1,1,1989,jan,1,1,CB,Defenders,False,Other,Top 20%,False,9
198252,23,C. Clay,Craig William Clay,"CM, CDM",30,1992-05-05,175,75,League Two,Leyton Orient,LDM,England,Right,63,63,5,2,1992,sept,9,3,CM,Midfielders,False,Other,Middle,True,6
198253,21,S. Arnold,Steven John William Arnold,GK,30,1989-08-22,186,84,League One,Northampton Town,SUB,England,Right,63,64,8,3,1989,sept,12,4,GK,GK,False,Other,Middle,False,6
198257,16,S. Sinovic,Seth Sinovic,LB,28,1987-01-28,178,78,Major League Soccer,Sporting Kansas City,LB,United States,Left,68,69,1,1,1987,jan,1,1,LB,Defenders,False,Other,Top 20%,True,8
198261,17,T. Ream,Timothy Michael Ream,"CB, LB",28,1987-10-05,185,73,Championship,Fulham,SUB,United States,Left,71,71,10,4,1987,jan,10,4,CB,Defenders,False,Other,Top 20%,False,9
198264,21,B. Ketkeophomphone,Billy Ketkeophomphone,"ST, RM, RW",30,1990-03-24,180,71,Ligue 2,USL Dunkerque,CAM,France,Right,67,67,3,1,1990,jan,3,1,ST,Forwards,False,Other,Middle,True,8
198266,15,M. Uchebo,Michael Okechukwu Uchebo,"RW, ST",24,1990-02-03,194,85,Liga Portugal,Boavista FC,RES,Nigeria,Right,64,67,2,1,1990,jan,2,1,RW,Forwards,True,Tier 1,Middle,False,6
198269,18,J. Jervis,Jake Jervis,"RM, ST",25,1991-09-17,191,82,League One,Plymouth Argyle,RM,England,Right,66,67,9,3,1991,sept,1,1,RM,Midfielders,False,Other,Middle,True,7
198276,15,G. Mertens,Grégory Mertens,"CB, LB",23,1991-02-02,190,78,Jupiler Pro League,Lokeren,SUB,Belgium,Left,67,71,2,1,1991,jan,2,1,CB,Defenders,False,Other,Middle,False,8
198278,18,J. Davis,Justin Davis,"LB, LM",29,1988-05-06,183,78,Major League Soccer,Minnesota United FC,SUB,United States,Left,63,63,5,2,1988,jan,5,2,LB,Defenders,False,Other,Middle,False,6
198279,18,C. Schuler,Chris Schuler,CB,29,1987-09-06,193,84,Major League Soccer,Real Salt Lake,SUB,United States,Left,66,67,9,3,1987,jan,9,3,CB,Defenders,False,Other,Middle,False,7
198281,15,D. Estrada,David Estrada,"ST, LM, RM",26,1988-02-04,173,73,Major League Soccer,D.C. United,RM,United States,Right,64,65,2,1,1988,jan,2,1,ST,Forwards,False,Other,Middle,True,6
198285,20,L. Nicholls,Lee Nicholls,GK,26,1992-10-05,191,85,League One,Milton Keynes Dons,GK,England,Right,65,68,10,4,1992,sept,2,1,GK,GK,False,Other,Middle,True,7
198288,15,S. Beitashour,Steven Mehrdad Beitashour,RB,27,1987-02-01,178,78,Major League Soccer,Vancouver Whitecaps,RB,Iran,Right,65,68,2,1,1987,jan,2,1,RB,Defenders,False,Other,Middle,True,7
198289,16,S. Chepchugov,Sergey Chepchugov,GK,29,1985-07-15,186,82,Premier League,CSKA Moskva,SUB,Russia,Right,68,68,7,3,1985,jan,7,3,GK,GK,True,Tier 1,Top 20%,False,8
198292,15,A. Logashov,Arseniy Logashov,"RB, LB",22,1991-08-20,183,70,Premier League,FC Lokomotiv Moscow,RES,Russia,Right,65,71,8,3,1991,jan,8,3,RB,Defenders,True,Tier 1,Middle,False,7
198299,21,Campos,Álvaro Campos Estellés,GK,33,1987-04-01,184,84,La Liga 2,Castellón,SUB,Spain,Right,65,65,4,2,1987,jan,4,2,GK,GK,False,Other,Middle,False,7
1983,15,S. Grichting,Stéphane Grichting,CB,35,1979-03-30,186,80,Super League,Grasshopper,SUB,Switzerland,Left,67,67,3,1,1979,jan,3,1,CB,Defenders,False,Other,Middle,False,8
198300,15,Santamaría,Mikel Santamaría Ciprián,"CB, LB",26,1987-07-20,188,75,La Liga 2,CD Leganés,LCB,Spain,Right,63,67,7,3,1987,jan,7,3,CB,Defenders,False,Other,Middle,True,6
198312,21,Geraldo,Hermenegildo da Costa Paulo Bartolomeu,"RM, LM, ST",28,1991-11-23,168,63,Super Lig,Ankaragücü,LM,Angola,Left,70,70,11,4,1991,jan,11,4,RM,Midfielders,False,Other,Top 20%,True,9
198315,16,Ruy,Ruy Franco de Almeida Junior,CAM,26,1989-01-26,170,75,Rest of World,Coritiba,LAM,Brazil,Right,62,62,1,1,1989,jan,1,1,CAM,Midfielders,False,Other,Middle,True,5
198317,17,A. Túñez,Andrés José Túñez Arceo,CB,29,1987-03-15,187,83,La Liga 2,Elche,LCB,Venezuela,Left,69,69,3,1,1987,jan,3,1,CB,Defenders,False,Other,Top 20%,True,9
198322,17,Aguilera,Juan Aguilera Núñez,"CDM, CM",30,1985-09-13,185,76,La Liga 2,Huesca,RDM,Spain,Right,66,66,9,3,1985,jan,9,3,CDM,Midfielders,False,Other,Middle,True,7
198326,15,H. Nilsson,Hampus Nilsson,GK,23,1990-07-17,190,93,Allsvenskan,Djurgården,SUB,Sweden,Right,56,61,7,3,1990,jan,7,3,GK,GK,False,Other,Bottom 20%,False,2
198327,15,I. Keita,Ismaël Keita Vieira,CDM,23,1990-07-08,183,77,Ligue 2,Angers SCO,SUB,Mali,Right,66,72,7,3,1990,jan,7,3,CDM,Midfielders,False,Other,Middle,False,7
198328,16,Mateos,David Mateos Ramajo,CB,28,1987-04-22,191,82,Major League Soccer,Orlando City,SUB,Spain,Right,69,69,4,2,1987,jan,4,2,CB,Defenders,False,Other,Top 20%,False,9
198329,18,Rodrigo,Rodrigo Moreno Machado,"ST, RW, LW, CAM",26,1991-03-06,182,77,La Liga,Valencia,LS,Spain,Left,80,81,3,1,1991,jan,3,1,ST,Forwards,True,Tier 1,Top 20%,True,10
198330,20,I. Franjić,Ivan Franjić,RWB,31,1987-09-10,180,77,A-League,Perth Glory,RWB,Australia,Right,67,67,9,3,1987,jan,9,3,RWB,Defenders,False,Other,Middle,True,8
198331,19,M. Vydra,Matěj Vydra,"CAM, CF",26,1992-05-01,175,71,Premier League,Burnley,SUB,Czech Republic,Right,74,76,5,2,1992,jan,5,2,CAM,Midfielders,True,Tier 1,Top 20%,False,10
198335,19,B. Oviedo,Bryan Josué Oviedo Jiménez,"LB, LWB",28,1990-02-18,172,70,League One,Sunderland,LB,Costa Rica,Left,72,72,2,1,1990,jan,2,1,LB,Defenders,False,Other,Top 20%,True,10
198337,17,V. Grodås,Victor Eriksson Grodås,LB,24,1991-12-09,186,86,Eliteserien,Sogndal Fotball,LB,Norway,Left,59,64,12,4,1991,jan,12,4,LB,Defenders,False,Other,Middle,True,4
198347,17,F. Jara,Franco Daniel Jara,ST,27,1988-07-15,181,76,Liga MX,Pachuca,SUB,Argentina,Right,74,74,7,3,1988,jan,7,3,ST,Forwards,False,Other,Top 20%,False,10
198348,19,M. Autret,Mathias Autret,"CAM, CM",27,1991-03-01,175,71,Ligue 2,Brest,CAM,France,Left,71,71,3,1,1991,jan,3,1,CAM,Midfielders,False,Other,Top 20%,True,9
198350,23,D. Bentley,Daniel Bentley,GK,28,1993-07-13,188,72,Championship,Bristol City,SUB,England,Right,73,75,7,3,1993,sept,11,4,GK,GK,False,Other,Top 20%,False,10
198351,17,I. Feruz,Islam Feruz,"ST, RM",20,1995-09-10,163,60,Jupiler Pro League,Royal Excel Mouscron,RES,Scotland,Right,59,67,9,3,1995,jan,9,3,ST,Forwards,False,Other,Middle,False,4
198352,16,S. Bell,Stefan Bell,"CB, RB",23,1991-08-24,192,88,Bundesliga,FSV Mainz 05,LCB,Germany,Right,76,80,8,3,1991,jan,8,3,CB,Defenders,True,Tier 1,Top 20%,True,10
198354,15,J. Ramis,Jhonathan Raphael Ramis Persíncula,CAM,24,1989-11-06,179,79,Liga MX,Pumas UNAM,SUB,Uruguay,Right,65,69,11,4,1989,jan,11,4,CAM,Midfielders,False,Other,Middle,False,7
198355,19,S. Clark,Steve Clark,GK,32,1986-04-14,188,87,Major League Soccer,Portland Timbers,GK,United States,Right,66,66,4,2,1986,jan,4,2,GK,GK,False,Other,Middle,True,7
198368,15,Tomás Pina,Tomás Pina Isla,"CM, CDM",26,1987-10-14,185,78,La Liga,Villarreal,RES,Spain,Right,75,79,10,4,1987,jan,10,4,CM,Midfielders,True,Tier 1,Top 20%,False,10
198373,20,S. Robinson,Scott Robinson,"ST, CM",27,1992-03-12,168,68,Premiership,Livingston,SUB,Scotland,Right,63,63,3,1,1992,jan,3,1,ST,Forwards,False,Other,Middle,False,6
198374,16,D. Ćeran,Dragan Ćeran,ST,27,1987-10-06,190,75,Pro League,Hajer,ST,Serbia,Left,66,66,10,4,1987,jan,10,4,ST,Forwards,False,Other,Middle,True,7
198375,16,Miguel Nuñez,Miguel Núñez Borreguero,"CB, CDM, CM",28,1987-06-04,180,74,La Liga 2,Albacete,LCB,Spain,Left,69,69,6,2,1987,jan,6,2,CB,Defenders,False,Other,Top 20%,True,9
198377,21,L. Palmer,Liam Jordan Palmer,"RWB, RB, CB",28,1991-09-19,183,81,Championship,Sheffield Wednesday,RWB,Scotland,Right,69,69,9,3,1991,jan,9,3,RWB,Defenders,False,Other,Top 20%,True,9
198379,18,G. Thorne,George Thorne,CDM,24,1993-01-04,188,84,Championship,Derby County,SUB,England,Right,72,77,1,1,1993,sept,5,2,CDM,Midfielders,False,Other,Top 20%,False,10
198386,15,S. Dubarbier,Sebastián Dubarbier,"LB, LWB",28,1986-02-19,178,77,La Liga,Almería,SUB,Argentina,Left,73,73,2,1,1986,jan,2,1,LB,Defenders,True,Tier 1,Top 20%,False,10
198394,17,A. Kačaniklić,Alexander Kačaniklić,"LM, RM, CAM",24,1991-08-13,181,72,Ligue 1,Nantes,RM,Sweden,Left,71,74,8,3,1991,jan,8,3,LM,Midfielders,True,Tier 1,Top 20%,True,9
198397,15,D. Scotti,Diego Martín Scotti Ponce de León,"CDM, CM",37,1977-01-14,181,74,Primera Division,Unión Española,LCM,Uruguay,Right,70,70,1,1,1977,jan,1,1,CDM,Midfielders,False,Other,Top 20%,True,9
198414,16,R. Spiegel,Raphael Simon Spiegel,GK,22,1992-12-19,196,88,Premier League,West Ham United,RES,Switzerland,Right,59,64,12,4,1992,jan,12,4,GK,GK,True,Tier 1,Middle,False,4
198420,17,A. Waris,Abdul Majeed Waris,ST,24,1991-09-19,172,71,Ligue 1,Lorient,LS,Ghana,Right,74,78,9,3,1991,jan,9,3,ST,Forwards,True,Tier 1,Top 20%,True,10
198426,18,G. Castellani,Gonzalo Pablo Castellani,"CM, CAM",29,1987-08-10,183,76,Liga Profesional,Defensa y Justicia,CAM,Argentina,Right,69,69,8,3,1987,jan,8,3,CM,Midfielders,False,Other,Top 20%,True,9
198428,16,J. Zoua,Jacques Zoua Daogari,"ST, LM",23,1991-09-06,186,84,Ligue 1,Gazélec Ajaccio,LS,Cameroon,Right,67,72,9,3,1991,jan,9,3,ST,Forwards,True,Tier 1,Middle,True,8
198429,18,S. Tecl,Stanislav Tecl,"ST, RW",26,1990-09-01,181,82,,,,Czech Republic,Right,70,70,9,3,1990,jan,9,3,ST,Forwards,False,Other,Top 20%,False,9
198436,19,M. Hvilsom,Mads Dittmer Hvilsom,"ST, LM",25,1992-08-23,185,82,Superliga,SønderjyskE,SUB,Denmark,Right,64,67,8,3,1992,jan,8,3,ST,Forwards,False,Other,Middle,False,6
198437,23,T. Bradshaw,Tom Bradshaw,ST,29,1992-07-27,178,71,Championship,Millwall,LS,Wales,Right,69,69,7,3,1992,sept,11,4,ST,Forwards,False,Other,Top 20%,True,9
198440,15,S. Małkowski,Sebastian Małkowski,GK,27,1987-03-02,194,91,Ekstraklasa,Zawisza Bydgoszcz,SUB,Poland,Right,62,63,3,1,1987,jan,3,1,GK,GK,False,Other,Middle,False,5
198444,18,D. Yao,Devann Yao,"RM, RW",27,1990-04-05,178,74,3. Liga,SV Meppen,SUB,United States,Right,62,62,4,2,1990,jan,4,2,RM,Midfielders,False,Other,Middle,False,5
198449,16,T. Mézague,Teddy Mézague,CB,25,1990-05-27,187,88,Jupiler Pro League,Royal Excel Mouscron,LDM,France,Right,67,69,5,2,1990,jan,5,2,CB,Defenders,False,Other,Middle,True,8
198451,23,Dani Rodríguez,Daniel José Rodríguez Vázquez,"LM, CAM, ST",34,1988-06-06,178,71,La Liga,Mallorca,CAM,Spain,Right,76,76,6,2,1988,jan,6,2,LM,Midfielders,True,Tier 1,Top 20%,True,10
198452,16,A. Rennie,Amadaiya Rennie,RM,25,1990-03-17,185,74,Allsvenskan,Hammarby,SUB,Liberia,Right,58,60,3,1,1990,jan,3,1,RM,Midfielders,False,Other,Middle,False,3
198453,15,R. McEvoy,Ryan McEvoy,CM,23,1990-07-19,180,82,Premier Division,Bray Wanderers,RCM,Republic of Ireland,Left,53,55,7,3,1990,jan,7,3,CM,Midfielders,False,Other,Bottom 20%,True,1
198454,16,M. Hughes,Mark Hughes,"CM, CDM",25,1989-10-08,178,75,Premier Division,Longford Town,CM,Republic of Ireland,Right,53,54,10,4,1989,jan,10,4,CM,Midfielders,False,Other,Bottom 20%,True,1
198455,20,J. Larsson,Johan Erik Larsson,RB,29,1990-05-05,182,75,Superliga,Brøndby,SUB,Sweden,Right,70,70,5,2,1990,jan,5,2,RB,Defenders,False,Other,Top 20%,False,9
198457,15,W. Hatfield,William Henry Hatfield,"RM, CAM, LM",22,1991-10-10,173,64,League Two,Accrington Stanley,SUB,England,Right,57,64,10,4,1991,sept,2,1,RM,Midfielders,False,Other,Middle,False,3
198467,15,J. Kavanagh,James Kavanagh,"CB, CDM",21,1993-01-12,183,80,Premier Division,UCD AFC,SUB,Republic of Ireland,Right,53,57,1,1,1993,jan,1,1,CB,Defenders,False,Other,Bottom 20%,False,1
198469,15,D. Zambra,Dean Zambra,"CM, RM",25,1988-07-30,173,73,Premier Division,Bray Wanderers,LDM,Republic of Ireland,Right,53,57,7,3,1988,jan,7,3,CM,Midfielders,False,Other,Bottom 20%,True,1
198474,16,Guitián,Alberto Guitián Ceballos,CB,24,1990-07-29,182,74,La Liga 2,Real Zaragoza,RES,Spain,Right,68,70,7,3,1990,jan,7,3,CB,Defenders,False,Other,Top 20%,False,8
198478,15,M. Flores,Marcos Flores,"CAM, CF",28,1985-10-23,186,75,A-League,Newcastle Jets,SUB,Argentina,Right,65,65,10,4,1985,jan,10,4,CAM,Midfielders,False,Other,Middle,False,7
198479,17,P. Arajuuri,Paulus Verneri Arajuuri,CB,28,1988-06-15,193,90,Superliga,Brøndby,SUB,Finland,Right,72,72,6,2,1988,jan,6,2,CB,Defenders,False,Other,Top 20%,False,10
198480,15,K. Waters,Kieran Marty Waters,"LM, LW",24,1990-05-05,175,74,Premier Division,Shamrock Rovers,ST,Republic of Ireland,Left,57,63,5,2,1990,jan,5,2,LM,Midfielders,False,Other,Middle,True,3
198485,15,S. McEleney,Shane McEleney,"CB, CDM",23,1991-01-31,190,96,Premier Division,Derry City,SUB,Northern Ireland,Right,53,58,1,1,1991,jan,1,1,CB,Defenders,False,Other,Bottom 20%,False,1
198486,21,R. Harkin,Ruairí Harkin,CM,30,1989-10-11,183,72,Premier Division,Finn Harps,CM,Republic of Ireland,Right,55,55,10,4,1989,jan,10,4,CM,Midfielders,False,Other,Bottom 20%,True,2
198487,20,L. Mijaljevic,Luka Mijaljevic,ST,28,1991-03-09,180,75,Allsvenskan,AFC Eskilstuna,SUB,Sweden,Left,57,57,3,1,1991,jan,3,1,ST,Forwards,False,Other,Middle,False,3
198489,15,J. McClean,James Joseph McClean,"LM, RM, LW, ST",25,1989-04-22,180,70,Championship,Wigan Athletic,LS,Republic of Ireland,Left,73,75,4,2,1989,jan,4,2,LM,Midfielders,False,Other,Top 20%,True,10
198490,15,A. Faltsetas,Alexander Daniel Faltsetas,CM,26,1987-07-04,181,80,Allsvenskan,Djurgården,RCM,Sweden,Right,65,67,7,3,1987,jan,7,3,CM,Midfielders,False,Other,Middle,True,7
198491,18,J. Eiswohld,Johan Eiswohld,CB,27,1990-06-21,185,74,Allsvenskan,Sirius,SUB,Sweden,Right,63,64,6,2,1990,jan,6,2,CB,Defenders,False,Other,Middle,False,6
198497,22,M. Connolly,Mark Gerard Connolly,CB,29,1991-12-16,185,77,Premier Division,Dundalk,LB,Republic of Ireland,Right,63,63,12,4,1991,jan,12,4,CB,Defenders,False,Other,Middle,True,6
198502,15,J. Hammer,Jørgen Paulov Hammer,"CB, RB",23,1991-04-02,190,85,Eliteserien,Stabæk Fotball,SUB,Norway,Right,61,67,4,2,1991,jan,4,2,CB,Defenders,False,Other,Middle,False,5
198504,18,J. Drmić,Josip Drmić,"ST, RM, LM",24,1992-08-08,183,81,Bundesliga,Borussia Mönchengladbach,SUB,Switzerland,Right,74,79,8,3,1992,jan,8,3,ST,Forwards,True,Tier 1,Top 20%,False,10
198511,20,Mika,Michael Simões Domingues,GK,28,1991-03-08,195,90,Liga Portugal,Belenenses,SUB,Portugal,Left,68,71,3,1,1991,jan,3,1,GK,GK,True,Tier 1,Top 20%,False,8
198512,15,Rúben Brígido,Rúben Luís Maurício Brígido,"CAM, LW",23,1991-06-23,171,65,Liga Portugal,Clube Sport Marítimo,SUB,Portugal,Right,66,73,6,2,1991,jan,6,2,CAM,Midfielders,True,Tier 1,Middle,False,7
198513,20,Cláudio Ramos,Cláudio Pires de Morais Ramos,GK,27,1991-11-16,182,78,Liga Portugal,Tondela,GK,Portugal,Right,77,80,11,4,1991,jan,11,4,GK,GK,True,Tier 1,Top 20%,True,10
198517,18,X. Kouassi,Xavier Laglais Kouassi,"CDM, CM",27,1989-12-28,173,68,Super League,Sion,SUB,Côte d'Ivoire,Right,69,70,12,4,1989,jan,12,4,CDM,Midfielders,False,Other,Top 20%,False,9
198519,20,C. Aasbak,Christoffer Aasbak,LB,25,1993-07-22,187,81,Eliteserien,Kristiansund BK,LB,Norway,Left,63,66,7,3,1993,jan,7,3,LB,Defenders,False,Other,Middle,True,6
198522,16,Paulão,Paulo Marcos de Jesus Ribeiro,CB,29,1986-02-25,187,82,Rest of World,Internacional,RCB,Brazil,Right,72,72,2,1,1986,jan,2,1,CB,Defenders,False,Other,Top 20%,True,10
198534,18,M. Rømer,Marcel Ibsen Rømer,"CM, CDM",25,1991-08-08,181,81,Superliga,SønderjyskE,RCM,Denmark,Right,66,69,8,3,1991,jan,8,3,CM,Midfielders,False,Other,Middle,True,7
198535,19,M. Greve,Mads Juul Greve,CB,28,1989-09-12,195,76,Superliga,Vejle Boldklub,CB,Denmark,Right,63,64,9,3,1989,jan,9,3,CB,Defenders,False,Other,Middle,True,6
198538,17,B. Paulsen,Bjørn Paulsen,CAM,24,1991-07-02,190,77,Allsvenskan,Hammarby,CAM,Denmark,Right,66,69,7,3,1991,jan,7,3,CAM,Midfielders,False,Other,Middle,True,7
198540,15,G. Sandberg-Magnusson,Gustav Sandberg-Magnusson,"ST, CM, CAM",22,1992-02-03,181,76,Allsvenskan,IF Brommapojkarna,ST,Sweden,Right,57,65,2,1,1992,jan,2,1,ST,Forwards,False,Other,Middle,True,3
198543,16,A. Greene,Aaron Greene,"ST, LM",25,1990-01-02,180,73,Premier Division,St Patrick's,LAM,Republic of Ireland,Left,58,62,1,1,1990,jan,1,1,ST,Forwards,False,Other,Middle,True,3
198545,16,D. Cowan,Don Cowan,ST,25,1989-11-16,179,85,Premier Division,Longford Town,RW,United States,Right,55,57,11,4,1989,jan,11,4,ST,Forwards,False,Other,Bottom 20%,True,2
198546,15,C. Walsh,Craig Walsh,"CM, CDM",22,1992-01-27,180,75,Premier Division,Bohemian FC,SUB,Republic of Ireland,Right,54,60,1,1,1992,jan,1,1,CM,Midfielders,False,Other,Bottom 20%,False,2
198551,16,R. Sandnes,Robert Sandnes,"LB, LM",23,1991-12-29,177,72,Eliteserien,Start,SUB,Norway,Left,58,66,12,4,1991,jan,12,4,LB,Defenders,False,Other,Middle,False,3
198553,17,C. Gamboa,Cristian Esteban Gamboa Luna,RB,26,1989-10-24,175,67,Premier League,West Bromwich Albion,SUB,Costa Rica,Right,75,77,10,4,1989,jan,10,4,RB,Defenders,True,Tier 1,Top 20%,False,10
198554,19,A. Ujah,Anthony Ujah,ST,27,1990-10-14,183,82,Bundesliga,1. FSV Mainz 05,SUB,Nigeria,Right,73,74,10,4,1990,jan,10,4,ST,Forwards,True,Tier 1,Top 20%,False,10
198558,16,Josimar,Josimar Rosado da Silva Tavares,"CDM, CM",28,1986-08-18,181,78,Rest of World,Ponte Preta,SUB,Brazil,Right,71,71,8,3,1986,jan,8,3,CDM,Midfielders,False,Other,Top 20%,False,9
198560,22,Carlos Ruiz,Carlos Ruiz Aránega,CB,37,1983-07-20,183,80,La Liga 2,CD Tenerife,LCB,Spain,Right,68,68,7,3,1983,jan,7,3,CB,Defenders,False,Other,Top 20%,True,8
198564,16,Jona,Jonathan Mejía Ruiz,ST,26,1989-01-07,183,80,La Liga 2,Albacete,SUB,Honduras,Right,67,71,1,1,1989,jan,1,1,ST,Forwards,False,Other,Middle,False,8
198573,17,R. Loé,Raoul Cédric Loé,"CDM, CM",27,1989-01-31,192,83,La Liga,Osasuna,RES,Cameroon,Right,72,72,1,1,1989,jan,1,1,CDM,Midfielders,True,Tier 1,Top 20%,False,10
198576,15,Tejera,Juan Antonio Tejera Ortiz,GK,25,1989-03-08,186,82,Liga BetPlay,Patriotas Boyacá,RES,Spain,Right,48,51,3,1,1989,jan,3,1,GK,GK,False,Other,Bottom 20%,False,1
198579,18,Tano Bonnin,Cayetano Bartolomé Bonnín Vásquez,"CB, RB, RWB",27,1990-06-30,186,76,La Liga 2,CA Osasuna,SUB,Dominican Republic,Right,73,75,6,2,1990,jan,6,2,CB,Defenders,False,Other,Top 20%,False,10
198581,15,O. Murillo,Oscar Fabián Murillo Murillo,CB,26,1988-04-18,182,78,Liga BetPlay,Atlético Nacional,SUB,Colombia,Right,71,72,4,2,1988,jan,4,2,CB,Defenders,False,Other,Top 20%,False,9
198584,18,K. Mbodj,Serigne Modou Kara Mbodji,CB,27,1989-11-11,192,95,Jupiler Pro League,RSC Anderlecht,RCB,Senegal,Right,78,80,11,4,1989,jan,11,4,CB,Defenders,False,Other,Top 20%,True,10
198587,15,D. Bertoncini,Davide Bertoncini,CB,23,1991-05-09,185,69,Serie B,Frosinone,RCB,Italy,Right,59,65,5,2,1991,jan,5,2,CB,Defenders,False,Other,Middle,True,4
198589,16,G. Garza,Gregory Martin Garza Early,LB,23,1991-08-16,173,68,Liga MX,Tijuana,SUB,United States,Left,69,73,8,3,1991,jan,8,3,LB,Defenders,False,Other,Top 20%,False,9
198590,20,G. Gohou,Gerard Bi Goua Gohou,ST,30,1988-12-29,184,80,Super Lig,Kasımpaşa,RES,Côte d'Ivoire,Right,63,63,12,4,1988,jan,12,4,ST,Forwards,False,Other,Middle,False,6
198591,19,F. Etoundi,Franck Mbia Etoundi,ST,27,1990-08-30,185,82,Ligue 2,Sochaux,SUB,Cameroon,Right,68,68,8,3,1990,jan,8,3,ST,Forwards,False,Other,Top 20%,False,8
198598,15,O. Dalen,Olav Baggerud Dalen,GK,29,1985-03-06,188,79,Eliteserien,Haugesund,RES,Norway,Right,52,52,3,1,1985,jan,3,1,GK,GK,False,Other,Bottom 20%,False,1
198599,22,M. Linnes,Martin Linnes,"RB, LB",29,1991-09-20,177,72,Eliteserien,Molde,RB,Norway,Right,71,71,9,3,1991,jan,9,3,RB,Defenders,False,Other,Top 20%,True,9
198600,15,J. Enríquez,Jorge Enríquez García,"CDM, CM",23,1991-01-08,189,77,Liga MX,Guadalajara,SUB,Mexico,Right,68,71,1,1,1991,jan,1,1,CDM,Midfielders,False,Other,Top 20%,False,8
198601,19,L. Mendoza,Luis Ángel Mendoza Escamilla,"RM, ST",28,1990-02-03,172,75,Liga MX,Deportivo Toluca,SUB,Mexico,Right,70,70,2,1,1990,jan,2,1,RM,Midfielders,False,Other,Top 20%,False,9
198604,22,J. Nilsen,Joakim Våge Nilsen,"CDM, CM",30,1991-04-24,177,73,Eliteserien,FK Haugesund,SUB,Norway,Left,63,63,4,2,1991,jan,4,2,CDM,Midfielders,False,Other,Middle,False,6
198606,15,T. Andreassen,Tor Arne Andreassen,"CB, LM, CAM",31,1983-03-16,185,78,Eliteserien,Haugesund,LCB,Norway,Left,62,62,3,1,1983,jan,3,1,CB,Defenders,False,Other,Middle,True,5
198608,17,E. Mæland,Eirik Vespestad Mæland,"CM, CDM",27,1989-02-15,176,75,Eliteserien,Haugesund,SUB,Norway,Right,64,65,2,1,1989,jan,2,1,CM,Midfielders,False,Other,Middle,False,6
198611,15,N. Đurđić,Nikola Đurđić,"ST, CF",28,1986-04-01,186,77,Allsvenskan,Malmö FF,SUB,Serbia,Right,70,70,4,2,1986,jan,4,2,ST,Forwards,False,Other,Top 20%,False,9
198614,15,Raúl Navas,Raúl Rodríguez Navas,CB,26,1988-06-11,185,83,La Liga,SD Eibar,SUB,Spain,Right,71,75,6,2,1988,jan,6,2,CB,Defenders,True,Tier 1,Top 20%,False,9
198617,23,D. Drexler,Dominick Drexler,"CAM, CM, RM",32,1990-05-26,182,71,Bundesliga,Schalke 04,CAM,Germany,Right,71,71,5,2,1990,jan,5,2,CAM,Midfielders,True,Tier 1,Top 20%,True,9
198622,19,H. Hansson,Hallur Hansson,"CM, ST, LM",25,1992-07-08,182,77,Superliga,Horsens,SUB,Faroe Islands,Right,65,66,7,3,1992,jan,7,3,CM,Midfielders,False,Other,Middle,False,7
198623,18,N. Low,Nicholas Low,CM,25,1992-01-06,168,65,Premier Division,Derry City,RCM,Scotland,Left,60,64,1,1,1992,jan,1,1,CM,Midfielders,False,Other,Middle,True,4
198624,16,J. Shaughnessy,Joseph Thomas Gordan Shaughnessy,"RB, CB",22,1992-07-06,183,69,Premiership,St. Johnstone,SUB,Republic of Ireland,Left,62,68,7,3,1992,jan,7,3,RB,Defenders,False,Other,Middle,False,5
198625,19,S. Bain,Scott Bain,GK,26,1991-11-22,180,84,Premiership,Celtic,SUB,Scotland,Right,68,72,11,4,1991,jan,11,4,GK,GK,False,Other,Top 20%,False,8
198626,15,C. Lewington,Chris Lewington,GK,25,1988-08-23,188,74,League One,Colchester United,SUB,England,Right,59,64,8,3,1988,sept,12,4,GK,GK,False,Other,Middle,False,4
198628,22,M. Hoyos,Michael Ryan Hoyos,"RM, ST, CAM",29,1991-08-02,181,76,Liga Pro,LDU Quito,SUB,Argentina,Right,68,68,8,3,1991,jan,8,3,RM,Midfielders,False,Other,Top 20%,False,8
198630,21,Álvaro Arroyo,Álvaro Arroyo Martínez,CB,31,1988-07-22,180,71,La Liga 2,Albacete,SUB,Spain,Right,69,69,7,3,1988,jan,7,3,CB,Defenders,False,Other,Top 20%,False,9
198631,16,Rodri,Rodrigo Ríos Lozano,ST,25,1990-06-06,174,74,La Liga 2,Real Valladolid,ST,Spain,Right,71,74,6,2,1990,jan,6,2,ST,Forwards,False,Other,Top 20%,True,9
198632,16,J. Zárate,Jorge Alejandro Zárate Careaga,"LM, LW",23,1992-01-20,168,62,Liga MX,Club Atlas,SUB,Mexico,Left,69,74,1,1,1992,jan,1,1,LM,Midfielders,False,Other,Top 20%,False,9
